# LET [MeV/cm], E [MeV], beta 
4.44154,202.262,0.570064
4.44119,202.287,0.57009
4.44084,202.312,0.570116
4.44049,202.337,0.570142
4.44014,202.362,0.570168
4.43979,202.386,0.570194
4.43944,202.411,0.57022
4.43909,202.436,0.570246
4.43874,202.461,0.570272
4.43839,202.486,0.570298
4.43804,202.511,0.570324
4.43769,202.536,0.57035
4.43734,202.561,0.570376
4.437,202.586,0.570402
4.43665,202.611,0.570428
4.4363,202.635,0.570454
4.43595,202.66,0.57048
4.4356,202.685,0.570506
4.43525,202.71,0.570532
4.4349,202.735,0.570558
4.43456,202.76,0.570584
4.43421,202.785,0.57061
4.43386,202.81,0.570636
4.43351,202.835,0.570662
4.43316,202.86,0.570688
4.43282,202.884,0.570714
4.43247,202.909,0.570739
4.43212,202.934,0.570765
4.43177,202.959,0.570791
4.43142,202.984,0.570817
4.43108,203.009,0.570843
4.43073,203.034,0.570869
4.43038,203.059,0.570895
4.43004,203.084,0.570921
4.42969,203.109,0.570947
4.42934,203.134,0.570973
4.42899,203.158,0.570999
4.42865,203.183,0.571025
4.4283,203.208,0.57105
4.42795,203.233,0.571076
4.42761,203.258,0.571102
4.42726,203.283,0.571128
4.42691,203.308,0.571154
4.42657,203.333,0.57118
4.42622,203.358,0.571206
4.42588,203.383,0.571232
4.42553,203.407,0.571258
4.42518,203.432,0.571283
4.42484,203.457,0.571309
4.42449,203.482,0.571335
4.42415,203.507,0.571361
4.4238,203.532,0.571387
4.42345,203.557,0.571413
4.42311,203.582,0.571439
4.42276,203.607,0.571465
4.42242,203.632,0.57149
4.42207,203.656,0.571516
4.42173,203.681,0.571542
4.42138,203.706,0.571568
4.42104,203.731,0.571594
4.42069,203.756,0.57162
4.42035,203.781,0.571645
4.42,203.806,0.571671
4.41966,203.831,0.571697
4.41931,203.856,0.571723
4.41897,203.881,0.571749
4.41862,203.905,0.571775
4.41828,203.93,0.5718
4.41794,203.955,0.571826
4.41759,203.98,0.571852
4.41725,204.005,0.571878
4.4169,204.03,0.571904
4.41656,204.055,0.571929
4.41621,204.08,0.571955
4.41587,204.105,0.571981
4.41553,204.13,0.572007
4.41518,204.155,0.572033
4.41484,204.179,0.572058
4.4145,204.204,0.572084
4.41415,204.229,0.57211
4.41381,204.254,0.572136
4.41347,204.279,0.572161
4.41312,204.304,0.572187
4.41278,204.329,0.572213
4.41244,204.354,0.572239
4.41209,204.379,0.572265
4.41175,204.404,0.57229
4.41141,204.428,0.572316
4.41107,204.453,0.572342
4.41072,204.478,0.572368
4.41038,204.503,0.572393
4.41004,204.528,0.572419
4.4097,204.553,0.572445
4.40935,204.578,0.572471
4.40901,204.603,0.572496
4.40867,204.628,0.572522
4.40833,204.653,0.572548
4.40799,204.677,0.572574
4.40764,204.702,0.572599
4.4073,204.727,0.572625
4.40696,204.752,0.572651
4.40662,204.777,0.572676
4.40628,204.802,0.572702
4.40593,204.827,0.572728
4.40559,204.852,0.572754
4.40525,204.877,0.572779
4.40491,204.902,0.572805
4.40457,204.926,0.572831
4.40423,204.951,0.572856
4.40389,204.976,0.572882
4.40355,205.001,0.572908
4.40321,205.026,0.572933
4.40287,205.051,0.572959
4.40252,205.076,0.572985
4.40218,205.101,0.573011
4.40184,205.126,0.573036
4.4015,205.151,0.573062
4.40116,205.176,0.573088
4.40082,205.2,0.573113
4.40048,205.225,0.573139
4.40014,205.25,0.573165
4.3998,205.275,0.57319
4.39946,205.3,0.573216
4.39912,205.325,0.573242
4.39878,205.35,0.573267
4.39844,205.375,0.573293
4.3981,205.4,0.573319
4.39776,205.425,0.573344
4.39742,205.449,0.57337
4.39708,205.474,0.573395
4.39675,205.499,0.573421
4.39641,205.524,0.573447
4.39607,205.549,0.573472
4.39573,205.574,0.573498
4.39539,205.599,0.573524
4.39505,205.624,0.573549
4.39471,205.649,0.573575
4.39437,205.674,0.5736
4.39403,205.698,0.573626
4.39369,205.723,0.573652
4.39336,205.748,0.573677
4.39302,205.773,0.573703
4.39268,205.798,0.573729
4.39234,205.823,0.573754
4.392,205.848,0.57378
4.39166,205.873,0.573805
4.39133,205.898,0.573831
4.39099,205.923,0.573856
4.39065,205.947,0.573882
4.39031,205.972,0.573908
4.38998,205.997,0.573933
4.38964,206.022,0.573959
4.3893,206.047,0.573984
4.38896,206.072,0.57401
4.38863,206.097,0.574036
4.38829,206.122,0.574061
4.38795,206.147,0.574087
4.38761,206.172,0.574112
4.38728,206.197,0.574138
4.38694,206.221,0.574163
4.3866,206.246,0.574189
4.38627,206.271,0.574214
4.38593,206.296,0.57424
4.38559,206.321,0.574266
4.38526,206.346,0.574291
4.38492,206.371,0.574317
4.38458,206.396,0.574342
4.38425,206.421,0.574368
4.38391,206.446,0.574393
4.38357,206.47,0.574419
4.38324,206.495,0.574444
4.3829,206.52,0.57447
4.38257,206.545,0.574495
4.38223,206.57,0.574521
4.38189,206.595,0.574546
4.38156,206.62,0.574572
4.38122,206.645,0.574597
4.38089,206.67,0.574623
4.38055,206.695,0.574648
4.38022,206.719,0.574674
4.37988,206.744,0.574699
4.37954,206.769,0.574725
4.37921,206.794,0.57475
4.37887,206.819,0.574776
4.37854,206.844,0.574801
4.3782,206.869,0.574827
4.37787,206.894,0.574852
4.37753,206.919,0.574878
4.3772,206.944,0.574903
4.37687,206.968,0.574929
4.37653,206.993,0.574954
4.3762,207.018,0.57498
4.37586,207.043,0.575005
4.37553,207.068,0.575031
4.37519,207.093,0.575056
4.37486,207.118,0.575081
4.37452,207.143,0.575107
4.37419,207.168,0.575132
4.37386,207.193,0.575158
4.37352,207.218,0.575183
4.37319,207.242,0.575209
4.37286,207.267,0.575234
4.37252,207.292,0.57526
4.37219,207.317,0.575285
4.37185,207.342,0.57531
4.37152,207.367,0.575336
4.37119,207.392,0.575361
4.37085,207.417,0.575387
4.37052,207.442,0.575412
4.37019,207.467,0.575438
4.36986,207.491,0.575463
4.36952,207.516,0.575488
4.36919,207.541,0.575514
4.36886,207.566,0.575539
4.36852,207.591,0.575565
4.36819,207.616,0.57559
4.36786,207.641,0.575615
4.36753,207.666,0.575641
4.36719,207.691,0.575666
4.36686,207.716,0.575692
4.36653,207.74,0.575717
4.3662,207.765,0.575742
4.36587,207.79,0.575768
4.36553,207.815,0.575793
4.3652,207.84,0.575818
4.36487,207.865,0.575844
4.36454,207.89,0.575869
4.36421,207.915,0.575895
4.36387,207.94,0.57592
4.36354,207.965,0.575945
4.36321,207.989,0.575971
4.36288,208.014,0.575996
4.36255,208.039,0.576021
4.36222,208.064,0.576047
4.36189,208.089,0.576072
4.36156,208.114,0.576097
4.36122,208.139,0.576123
4.36089,208.164,0.576148
4.36056,208.189,0.576173
4.36023,208.214,0.576199
4.3599,208.239,0.576224
4.35957,208.263,0.576249
4.35924,208.288,0.576275
4.35891,208.313,0.5763
4.35858,208.338,0.576325
4.35825,208.363,0.576351
4.35792,208.388,0.576376
4.35759,208.413,0.576401
4.35726,208.438,0.576427
4.35693,208.463,0.576452
4.3566,208.488,0.576477
4.35627,208.512,0.576503
4.35594,208.537,0.576528
4.35561,208.562,0.576553
4.35528,208.587,0.576578
4.35495,208.612,0.576604
4.35462,208.637,0.576629
4.35429,208.662,0.576654
4.35396,208.687,0.57668
4.35363,208.712,0.576705
4.3533,208.737,0.57673
4.35297,208.761,0.576755
4.35264,208.786,0.576781
4.35232,208.811,0.576806
4.35199,208.836,0.576831
4.35166,208.861,0.576856
4.35133,208.886,0.576882
4.351,208.911,0.576907
4.35067,208.936,0.576932
4.35034,208.961,0.576957
4.35002,208.986,0.576983
4.34969,209.011,0.577008
4.34936,209.035,0.577033
4.34903,209.06,0.577058
4.3487,209.085,0.577084
4.34837,209.11,0.577109
4.34805,209.135,0.577134
4.34772,209.16,0.577159
4.34739,209.185,0.577185
4.34706,209.21,0.57721
4.34674,209.235,0.577235
4.34641,209.26,0.57726
4.34608,209.284,0.577285
4.34575,209.309,0.577311
4.34543,209.334,0.577336
4.3451,209.359,0.577361
4.34477,209.384,0.577386
4.34444,209.409,0.577411
4.34412,209.434,0.577437
4.34379,209.459,0.577462
4.34346,209.484,0.577487
4.34314,209.509,0.577512
4.34281,209.533,0.577537
4.34248,209.558,0.577563
4.34216,209.583,0.577588
4.34183,209.608,0.577613
4.3415,209.633,0.577638
4.34118,209.658,0.577663
4.34085,209.683,0.577688
4.34052,209.708,0.577714
4.3402,209.733,0.577739
4.33987,209.758,0.577764
4.33955,209.782,0.577789
4.33922,209.807,0.577814
4.33889,209.832,0.577839
4.33857,209.857,0.577865
4.33824,209.882,0.57789
4.33792,209.907,0.577915
4.33759,209.932,0.57794
4.33727,209.957,0.577965
4.33694,209.982,0.57799
4.33662,210.007,0.578015
4.33629,210.032,0.578041
4.33596,210.056,0.578066
4.33564,210.081,0.578091
4.33531,210.106,0.578116
4.33499,210.131,0.578141
4.33466,210.156,0.578166
4.33434,210.181,0.578191
4.33402,210.206,0.578216
4.33369,210.231,0.578241
4.33337,210.256,0.578267
4.33304,210.281,0.578292
4.33272,210.305,0.578317
4.33239,210.33,0.578342
4.33207,210.355,0.578367
4.33174,210.38,0.578392
4.33142,210.405,0.578417
4.3311,210.43,0.578442
4.33077,210.455,0.578467
4.33045,210.48,0.578492
4.33012,210.505,0.578518
4.3298,210.53,0.578543
4.32948,210.554,0.578568
4.32915,210.579,0.578593
4.32883,210.604,0.578618
4.32851,210.629,0.578643
4.32818,210.654,0.578668
4.32786,210.679,0.578693
4.32754,210.704,0.578718
4.32721,210.729,0.578743
4.32689,210.754,0.578768
4.32657,210.779,0.578793
4.32624,210.803,0.578818
4.32592,210.828,0.578843
4.3256,210.853,0.578868
4.32528,210.878,0.578893
4.32495,210.903,0.578918
4.32463,210.928,0.578943
4.32431,210.953,0.578968
4.32399,210.978,0.578993
4.32366,211.003,0.579019
4.32334,211.028,0.579044
4.32302,211.053,0.579069
4.3227,211.077,0.579094
4.32238,211.102,0.579119
4.32205,211.127,0.579144
4.32173,211.152,0.579169
4.32141,211.177,0.579194
4.32109,211.202,0.579219
4.32077,211.227,0.579244
4.32044,211.252,0.579269
4.32012,211.277,0.579294
4.3198,211.302,0.579319
4.31948,211.326,0.579344
4.31916,211.351,0.579369
4.31884,211.376,0.579394
4.31852,211.401,0.579419
4.3182,211.426,0.579444
4.31787,211.451,0.579468
4.31755,211.476,0.579493
4.31723,211.501,0.579518
4.31691,211.526,0.579543
4.31659,211.551,0.579568
4.31627,211.575,0.579593
4.31595,211.6,0.579618
4.31563,211.625,0.579643
4.31531,211.65,0.579668
4.31499,211.675,0.579693
4.31467,211.7,0.579718
4.31435,211.725,0.579743
4.31403,211.75,0.579768
4.31371,211.775,0.579793
4.31339,211.8,0.579818
4.31307,211.824,0.579843
4.31275,211.849,0.579868
4.31243,211.874,0.579893
4.31211,211.899,0.579918
4.31179,211.924,0.579943
4.31147,211.949,0.579967
4.31115,211.974,0.579992
4.31083,211.999,0.580017
4.31051,212.024,0.580042
4.31019,212.049,0.580067
4.30987,212.074,0.580092
4.30955,212.098,0.580117
4.30923,212.123,0.580142
4.30892,212.148,0.580167
4.3086,212.173,0.580192
4.30828,212.198,0.580217
4.30796,212.223,0.580241
4.30764,212.248,0.580266
4.30732,212.273,0.580291
4.307,212.298,0.580316
4.30668,212.323,0.580341
4.30637,212.347,0.580366
4.30605,212.372,0.580391
4.30573,212.397,0.580416
4.30541,212.422,0.58044
4.30509,212.447,0.580465
4.30478,212.472,0.58049
4.30446,212.497,0.580515
4.30414,212.522,0.58054
4.30382,212.547,0.580565
4.3035,212.572,0.58059
4.30319,212.596,0.580614
4.30287,212.621,0.580639
4.30255,212.646,0.580664
4.30223,212.671,0.580689
4.30192,212.696,0.580714
4.3016,212.721,0.580739
4.30128,212.746,0.580764
4.30097,212.771,0.580788
4.30065,212.796,0.580813
4.30033,212.821,0.580838
4.30001,212.845,0.580863
4.2997,212.87,0.580888
4.29938,212.895,0.580912
4.29906,212.92,0.580937
4.29875,212.945,0.580962
4.29843,212.97,0.580987
4.29811,212.995,0.581012
4.2978,213.02,0.581037
4.29748,213.045,0.581061
4.29716,213.07,0.581086
4.29685,213.095,0.581111
4.29653,213.119,0.581136
4.29622,213.144,0.581161
4.2959,213.169,0.581185
4.29558,213.194,0.58121
4.29527,213.219,0.581235
4.29495,213.244,0.58126
4.29464,213.269,0.581284
4.29432,213.294,0.581309
4.29401,213.319,0.581334
4.29369,213.344,0.581359
4.29338,213.368,0.581384
4.29306,213.393,0.581408
4.29274,213.418,0.581433
4.29243,213.443,0.581458
4.29211,213.468,0.581483
4.2918,213.493,0.581507
4.29148,213.518,0.581532
4.29117,213.543,0.581557
4.29085,213.568,0.581582
4.29054,213.593,0.581606
4.29022,213.617,0.581631
4.28991,213.642,0.581656
4.2896,213.667,0.581681
4.28928,213.692,0.581705
4.28897,213.717,0.58173
4.28865,213.742,0.581755
4.28834,213.767,0.581779
4.28802,213.792,0.581804
4.28771,213.817,0.581829
4.2874,213.842,0.581854
4.28708,213.866,0.581878
4.28677,213.891,0.581903
4.28645,213.916,0.581928
4.28614,213.941,0.581952
4.28583,213.966,0.581977
4.28551,213.991,0.582002
4.2852,214.016,0.582027
4.28489,214.041,0.582051
4.28457,214.066,0.582076
4.28426,214.091,0.582101
4.28395,214.116,0.582125
4.28363,214.14,0.58215
4.28332,214.165,0.582175
4.28301,214.19,0.582199
4.28269,214.215,0.582224
4.28238,214.24,0.582249
4.28207,214.265,0.582273
4.28175,214.29,0.582298
4.28144,214.315,0.582323
4.28113,214.34,0.582347
4.28082,214.365,0.582372
4.2805,214.389,0.582397
4.28019,214.414,0.582421
4.27988,214.439,0.582446
4.27957,214.464,0.582471
4.27925,214.489,0.582495
4.27894,214.514,0.58252
4.27863,214.539,0.582545
4.27832,214.564,0.582569
4.27801,214.589,0.582594
4.27769,214.614,0.582619
4.27738,214.638,0.582643
4.27707,214.663,0.582668
4.27676,214.688,0.582692
4.27645,214.713,0.582717
4.27614,214.738,0.582742
4.27582,214.763,0.582766
4.27551,214.788,0.582791
4.2752,214.813,0.582816
4.27489,214.838,0.58284
4.27458,214.863,0.582865
4.27427,214.887,0.582889
4.27396,214.912,0.582914
4.27365,214.937,0.582939
4.27334,214.962,0.582963
4.27302,214.987,0.582988
4.27271,215.012,0.583012
4.2724,215.037,0.583037
4.27209,215.062,0.583062
4.27178,215.087,0.583086
4.27147,215.112,0.583111
4.27116,215.137,0.583135
4.27085,215.161,0.58316
4.27054,215.186,0.583184
4.27023,215.211,0.583209
4.26992,215.236,0.583234
4.26961,215.261,0.583258
4.2693,215.286,0.583283
4.26899,215.311,0.583307
4.26868,215.336,0.583332
4.26837,215.361,0.583356
4.26806,215.386,0.583381
4.26775,215.41,0.583406
4.26744,215.435,0.58343
4.26713,215.46,0.583455
4.26682,215.485,0.583479
4.26651,215.51,0.583504
4.2662,215.535,0.583528
4.2659,215.56,0.583553
4.26559,215.585,0.583577
4.26528,215.61,0.583602
4.26497,215.635,0.583626
4.26466,215.659,0.583651
4.26435,215.684,0.583675
4.26404,215.709,0.5837
4.26373,215.734,0.583724
4.26342,215.759,0.583749
4.26312,215.784,0.583773
4.26281,215.809,0.583798
4.2625,215.834,0.583822
4.26219,215.859,0.583847
4.26188,215.884,0.583872
4.26157,215.908,0.583896
4.26127,215.933,0.58392
4.26096,215.958,0.583945
4.26065,215.983,0.583969
4.26034,216.008,0.583994
4.26003,216.033,0.584018
4.25973,216.058,0.584043
4.25942,216.083,0.584067
4.25911,216.108,0.584092
4.2588,216.133,0.584116
4.2585,216.158,0.584141
4.25819,216.182,0.584165
4.25788,216.207,0.58419
4.25757,216.232,0.584214
4.25727,216.257,0.584239
4.25696,216.282,0.584263
4.25665,216.307,0.584288
4.25634,216.332,0.584312
4.25604,216.357,0.584337
4.25573,216.382,0.584361
4.25542,216.407,0.584385
4.25512,216.431,0.58441
4.25481,216.456,0.584434
4.2545,216.481,0.584459
4.2542,216.506,0.584483
4.25389,216.531,0.584508
4.25358,216.556,0.584532
4.25328,216.581,0.584556
4.25297,216.606,0.584581
4.25266,216.631,0.584605
4.25236,216.656,0.58463
4.25205,216.68,0.584654
4.25175,216.705,0.584679
4.25144,216.73,0.584703
4.25113,216.755,0.584727
4.25083,216.78,0.584752
4.25052,216.805,0.584776
4.25022,216.83,0.584801
4.24991,216.855,0.584825
4.24961,216.88,0.584849
4.2493,216.905,0.584874
4.249,216.929,0.584898
4.24869,216.954,0.584923
4.24838,216.979,0.584947
4.24808,217.004,0.584971
4.24777,217.029,0.584996
4.24747,217.054,0.58502
4.24716,217.079,0.585044
4.24686,217.104,0.585069
4.24655,217.129,0.585093
4.24625,217.154,0.585118
4.24594,217.179,0.585142
4.24564,217.203,0.585166
4.24534,217.228,0.585191
4.24503,217.253,0.585215
4.24473,217.278,0.585239
4.24442,217.303,0.585264
4.24412,217.328,0.585288
4.24381,217.353,0.585312
4.24351,217.378,0.585337
4.24321,217.403,0.585361
4.2429,217.428,0.585385
4.2426,217.452,0.58541
4.24229,217.477,0.585434
4.24199,217.502,0.585458
4.24169,217.527,0.585483
4.24138,217.552,0.585507
4.24108,217.577,0.585531
4.24077,217.602,0.585556
4.24047,217.627,0.58558
4.24017,217.652,0.585604
4.23986,217.677,0.585629
4.23956,217.701,0.585653
4.23926,217.726,0.585677
4.23895,217.751,0.585702
4.23865,217.776,0.585726
4.23835,217.801,0.58575
4.23805,217.826,0.585775
4.23774,217.851,0.585799
4.23744,217.876,0.585823
4.23714,217.901,0.585847
4.23683,217.926,0.585872
4.23653,217.95,0.585896
4.23623,217.975,0.58592
4.23593,218,0.585945
4.23562,218.025,0.585969
4.23532,218.05,0.585993
4.23502,218.075,0.586017
4.23472,218.1,0.586042
4.23441,218.125,0.586066
4.23411,218.15,0.58609
4.23381,218.175,0.586114
4.23351,218.2,0.586139
4.23321,218.224,0.586163
4.2329,218.249,0.586187
4.2326,218.274,0.586211
4.2323,218.299,0.586236
4.232,218.324,0.58626
4.2317,218.349,0.586284
4.2314,218.374,0.586308
4.2311,218.399,0.586333
4.23079,218.424,0.586357
4.23049,218.449,0.586381
4.23019,218.473,0.586405
4.22989,218.498,0.58643
4.22959,218.523,0.586454
4.22929,218.548,0.586478
4.22899,218.573,0.586502
4.22869,218.598,0.586527
4.22839,218.623,0.586551
4.22808,218.648,0.586575
4.22778,218.673,0.586599
4.22748,218.698,0.586623
4.22718,218.722,0.586648
4.22688,218.747,0.586672
4.22658,218.772,0.586696
4.22628,218.797,0.58672
4.22598,218.822,0.586744
4.22568,218.847,0.586769
4.22538,218.872,0.586793
4.22508,218.897,0.586817
4.22478,218.922,0.586841
4.22448,218.947,0.586865
4.22418,218.971,0.586889
4.22388,218.996,0.586914
4.22358,219.021,0.586938
4.22328,219.046,0.586962
4.22298,219.071,0.586986
4.22268,219.096,0.58701
4.22238,219.121,0.587035
4.22208,219.146,0.587059
4.22178,219.171,0.587083
4.22148,219.196,0.587107
4.22119,219.221,0.587131
4.22089,219.245,0.587155
4.22059,219.27,0.587179
4.22029,219.295,0.587204
4.21999,219.32,0.587228
4.21969,219.345,0.587252
4.21939,219.37,0.587276
4.21909,219.395,0.5873
4.21879,219.42,0.587324
4.2185,219.445,0.587348
4.2182,219.47,0.587373
4.2179,219.494,0.587397
4.2176,219.519,0.587421
4.2173,219.544,0.587445
4.217,219.569,0.587469
4.2167,219.594,0.587493
4.21641,219.619,0.587517
4.21611,219.644,0.587541
4.21581,219.669,0.587565
4.21551,219.694,0.58759
4.21521,219.719,0.587614
4.21492,219.743,0.587638
4.21462,219.768,0.587662
4.21432,219.793,0.587686
4.21402,219.818,0.58771
4.21373,219.843,0.587734
4.21343,219.868,0.587758
4.21313,219.893,0.587782
4.21283,219.918,0.587806
4.21254,219.943,0.58783
4.21224,219.968,0.587855
4.21194,219.992,0.587879
4.21164,220.017,0.587903
4.21135,220.042,0.587927
4.21105,220.067,0.587951
4.21075,220.092,0.587975
4.21046,220.117,0.587999
4.21016,220.142,0.588023
4.20986,220.167,0.588047
4.20957,220.192,0.588071
4.20927,220.217,0.588095
4.20897,220.242,0.588119
4.20868,220.266,0.588143
4.20838,220.291,0.588167
4.20808,220.316,0.588191
4.20779,220.341,0.588215
4.20749,220.366,0.588239
4.2072,220.391,0.588263
4.2069,220.416,0.588288
4.2066,220.441,0.588312
4.20631,220.466,0.588336
4.20601,220.491,0.58836
4.20572,220.515,0.588384
4.20542,220.54,0.588408
4.20512,220.565,0.588432
4.20483,220.59,0.588456
4.20453,220.615,0.58848
4.20424,220.64,0.588504
4.20394,220.665,0.588528
4.20365,220.69,0.588552
4.20335,220.715,0.588576
4.20306,220.74,0.5886
4.20276,220.764,0.588624
4.20247,220.789,0.588648
4.20217,220.814,0.588672
4.20188,220.839,0.588696
4.20158,220.864,0.58872
4.20129,220.889,0.588744
4.20099,220.914,0.588768
4.2007,220.939,0.588792
4.2004,220.964,0.588816
4.20011,220.989,0.58884
4.19981,221.014,0.588864
4.19952,221.038,0.588887
4.19922,221.063,0.588911
4.19893,221.088,0.588935
4.19864,221.113,0.588959
4.19834,221.138,0.588983
4.19805,221.163,0.589007
4.19775,221.188,0.589031
4.19746,221.213,0.589055
4.19717,221.238,0.589079
4.19687,221.263,0.589103
4.19658,221.287,0.589127
4.19628,221.312,0.589151
4.19599,221.337,0.589175
4.1957,221.362,0.589199
4.1954,221.387,0.589223
4.19511,221.412,0.589247
4.19482,221.437,0.589271
4.19452,221.462,0.589295
4.19423,221.487,0.589318
4.19394,221.512,0.589342
4.19364,221.536,0.589366
4.19335,221.561,0.58939
4.19306,221.586,0.589414
4.19276,221.611,0.589438
4.19247,221.636,0.589462
4.19218,221.661,0.589486
4.19189,221.686,0.58951
4.19159,221.711,0.589534
4.1913,221.736,0.589558
4.19101,221.761,0.589581
4.19071,221.785,0.589605
4.19042,221.81,0.589629
4.19013,221.835,0.589653
4.18984,221.86,0.589677
4.18955,221.885,0.589701
4.18925,221.91,0.589725
4.18896,221.935,0.589749
4.18867,221.96,0.589773
4.18838,221.985,0.589796
4.18809,222.01,0.58982
4.18779,222.035,0.589844
4.1875,222.059,0.589868
4.18721,222.084,0.589892
4.18692,222.109,0.589916
4.18663,222.134,0.58994
4.18633,222.159,0.589963
4.18604,222.184,0.589987
4.18575,222.209,0.590011
4.18546,222.234,0.590035
4.18517,222.259,0.590059
4.18488,222.284,0.590083
4.18459,222.308,0.590107
4.1843,222.333,0.59013
4.184,222.358,0.590154
4.18371,222.383,0.590178
4.18342,222.408,0.590202
4.18313,222.433,0.590226
4.18284,222.458,0.59025
4.18255,222.483,0.590273
4.18226,222.508,0.590297
4.18197,222.533,0.590321
4.18168,222.557,0.590345
4.18139,222.582,0.590369
4.1811,222.607,0.590392
4.18081,222.632,0.590416
4.18052,222.657,0.59044
4.18023,222.682,0.590464
4.17994,222.707,0.590488
4.17965,222.732,0.590511
4.17936,222.757,0.590535
4.17907,222.782,0.590559
4.17878,222.806,0.590583
4.17849,222.831,0.590607
4.1782,222.856,0.59063
4.17791,222.881,0.590654
4.17762,222.906,0.590678
4.17733,222.931,0.590702
4.17704,222.956,0.590725
4.17675,222.981,0.590749
4.17646,223.006,0.590773
4.17617,223.031,0.590797
4.17588,223.056,0.590821
4.17559,223.08,0.590844
4.1753,223.105,0.590868
4.17501,223.13,0.590892
4.17472,223.155,0.590916
4.17444,223.18,0.590939
4.17415,223.205,0.590963
4.17386,223.23,0.590987
4.17357,223.255,0.591011
4.17328,223.28,0.591034
4.17299,223.305,0.591058
4.1727,223.329,0.591082
4.17241,223.354,0.591106
4.17213,223.379,0.591129
4.17184,223.404,0.591153
4.17155,223.429,0.591177
4.17126,223.454,0.5912
4.17097,223.479,0.591224
4.17068,223.504,0.591248
4.1704,223.529,0.591272
4.17011,223.554,0.591295
4.16982,223.578,0.591319
4.16953,223.603,0.591343
4.16924,223.628,0.591366
4.16896,223.653,0.59139
4.16867,223.678,0.591414
4.16838,223.703,0.591438
4.16809,223.728,0.591461
4.16781,223.753,0.591485
4.16752,223.778,0.591509
4.16723,223.803,0.591532
4.16694,223.827,0.591556
4.16666,223.852,0.59158
4.16637,223.877,0.591603
4.16608,223.902,0.591627
4.1658,223.927,0.591651
4.16551,223.952,0.591674
4.16522,223.977,0.591698
4.16493,224.002,0.591722
4.16465,224.027,0.591745
4.16436,224.052,0.591769
4.16407,224.077,0.591793
4.16379,224.101,0.591816
4.1635,224.126,0.59184
4.16321,224.151,0.591864
4.16293,224.176,0.591887
4.16264,224.201,0.591911
4.16235,224.226,0.591935
4.16207,224.251,0.591958
4.16178,224.276,0.591982
4.1615,224.301,0.592006
4.16121,224.326,0.592029
4.16092,224.35,0.592053
4.16064,224.375,0.592077
4.16035,224.4,0.5921
4.16007,224.425,0.592124
4.15978,224.45,0.592147
4.15949,224.475,0.592171
4.15921,224.5,0.592195
4.15892,224.525,0.592218
4.15864,224.55,0.592242
4.15835,224.575,0.592265
4.15807,224.599,0.592289
4.15778,224.624,0.592313
4.1575,224.649,0.592336
4.15721,224.674,0.59236
4.15693,224.699,0.592384
4.15664,224.724,0.592407
4.15636,224.749,0.592431
4.15607,224.774,0.592454
4.15579,224.799,0.592478
4.1555,224.824,0.592501
4.15522,224.848,0.592525
4.15493,224.873,0.592549
4.15465,224.898,0.592572
4.15436,224.923,0.592596
4.15408,224.948,0.592619
4.15379,224.973,0.592643
4.15351,224.998,0.592667
4.15322,225.023,0.59269
4.15294,225.048,0.592714
4.15266,225.073,0.592737
4.15237,225.098,0.592761
4.15209,225.122,0.592784
4.1518,225.147,0.592808
4.15152,225.172,0.592831
4.15124,225.197,0.592855
4.15095,225.222,0.592879
4.15067,225.247,0.592902
4.15038,225.272,0.592926
4.1501,225.297,0.592949
4.14982,225.322,0.592973
4.14953,225.347,0.592996
4.14925,225.371,0.59302
4.14897,225.396,0.593043
4.14868,225.421,0.593067
4.1484,225.446,0.59309
4.14812,225.471,0.593114
4.14783,225.496,0.593137
4.14755,225.521,0.593161
4.14727,225.546,0.593184
4.14698,225.571,0.593208
4.1467,225.596,0.593232
4.14642,225.62,0.593255
4.14614,225.645,0.593279
4.14585,225.67,0.593302
4.14557,225.695,0.593326
4.14529,225.72,0.593349
4.145,225.745,0.593373
4.14472,225.77,0.593396
4.14444,225.795,0.59342
4.14416,225.82,0.593443
4.14387,225.845,0.593467
4.14359,225.869,0.59349
4.14331,225.894,0.593513
4.14303,225.919,0.593537
4.14275,225.944,0.59356
4.14246,225.969,0.593584
4.14218,225.994,0.593607
4.1419,226.019,0.593631
4.14162,226.044,0.593654
4.14134,226.069,0.593678
4.14105,226.094,0.593701
4.14077,226.119,0.593725
4.14049,226.143,0.593748
4.14021,226.168,0.593772
4.13993,226.193,0.593795
4.13965,226.218,0.593819
4.13937,226.243,0.593842
4.13908,226.268,0.593865
4.1388,226.293,0.593889
4.13852,226.318,0.593912
4.13824,226.343,0.593936
4.13796,226.368,0.593959
4.13768,226.392,0.593983
4.1374,226.417,0.594006
4.13712,226.442,0.594029
4.13684,226.467,0.594053
4.13655,226.492,0.594076
4.13627,226.517,0.5941
4.13599,226.542,0.594123
4.13571,226.567,0.594147
4.13543,226.592,0.59417
4.13515,226.617,0.594193
4.13487,226.641,0.594217
4.13459,226.666,0.59424
4.13431,226.691,0.594264
4.13403,226.716,0.594287
4.13375,226.741,0.59431
4.13347,226.766,0.594334
4.13319,226.791,0.594357
4.13291,226.816,0.594381
4.13263,226.841,0.594404
4.13235,226.866,0.594427
4.13207,226.89,0.594451
4.13179,226.915,0.594474
4.13151,226.94,0.594498
4.13123,226.965,0.594521
4.13095,226.99,0.594544
4.13067,227.015,0.594568
4.13039,227.04,0.594591
4.13011,227.065,0.594614
4.12983,227.09,0.594638
4.12955,227.115,0.594661
